interaction_id,user_id,campaign_id,interaction_date,interaction_type,converted
INT-0009359,951,CMP-0023,2025-05-23,Email Open,Yes 
INT-0009360,1317,CMP-0028,2025-01-02,Trial Signup, No
INT-0009361,111,CMP-0013,22 Nov 2025,demo request,No 
INT-0009362,1180,CMP-0029,"Jan 19, 2025",TRIAL SIGNUP,No 
INT-0009363,567,CMP-0006,10/13/2025,Email Open,No 
INT-0009364,991,CMP-0017,"Nov 20, 2025",Demo Request , No
INT-0009365,386,CMP-0024,25/06/2025,trial signup, No
INT-0009366,355,CMP-0021,2025-03-13,Click ,NO
INT-0009367,1125,CMP-0003,12-01-2025, Email Open , Yes 
INT-0009368,1467,CMP-0021,31 Dec 2025, Click ,No 
INT-0009369,943,CMP-0018,"Feb 24, 2025",CLICK,no
INT-0009370,89,CMP-0026,"May 28, 2025", Click,no
INT-0009371,272,CMP-0020,2025-02-09,Impression,NO
INT-0009372,820,CMP-0021,10 Oct 2025,Demo Request ,No
INT-0009373,1097,CMP-0027,14/10/2025, Impression,yes
INT-0009374,867,CMP-0006,"Oct 07, 2025",WEBSITE VISIT,no
INT-0009375,1363,CMP-0006,"Jun 20, 2025", Trial Signup,no
INT-0009376,1473,CMP-0025,17-06-2025, Click,No 
INT-0009377,241,CMP-0029,06/21/2025,Website Visit,NO
INT-0009378,773,CMP-0020,01-02-2025, Impression , No
INT-0009379,1176,CMP-0004,"Mar 23, 2025", Website Visit ,No
INT-0009380,163,CMP-0026,"Jul 31, 2025", Impression , No 
INT-0009381,427,CMP-0004,"Mar 18, 2025",website visit,No
INT-0009382,1154,CMP-0022,"Mar 30, 2025", Impression ,no
INT-0009383,956,,11-10-2025, Click , No 
INT-0009384,517,CMP-0006,12/07/2025,EMAIL OPEN,No
INT-0009385,1256,CMP-0024,"Apr 01, 2025",Click, No
INT-0009386,1413,CMP-0021,03/18/2025,Email Open, No 
INT-0009387,749,CMP-0003,03/04/2025,Email Open,No 
INT-0009388,580,CMP-0029,18/05/2025, Website Visit ,no
INT-0009389,563,CMP-0017,01/31/2025, Impression, No 
INT-0009390,872,CMP-0021,2025-10-24, Demo Request , Yes
INT-0009391,829,CMP-0030,10/05/2025, Email Open,YES
INT-0009392,890,CMP-0010,25-06-2025,website visit, No
INT-0009393,540,CMP-0012,02/03/2025,email open, No 
INT-0009394,728,CMP-0030,"Jun 17, 2025", Website Visit ,YES
INT-0009395,919,CMP-0001,2025-10-15,Click ,No
INT-0009396,1089,CMP-0029,06-03-2025, Trial Signup ,no
INT-0009397,383,CMP-0027,01-09-2025,trial signup, Yes
INT-0009398,548,CMP-0002,07/18/2025,WEBSITE VISIT, Yes 
INT-0009399,1038,CMP-0005,02/03/2025, Demo Request , Yes 
INT-0009400,177,CMP-0016,02-09-2025, Website Visit ,YES
INT-0009401,567,CMP-0006,09/14/2025,Impression ,No
INT-0009402,953,CMP-0005,06-02-2025,Website Visit, No 
INT-0009403,927,CMP-0028,11/26/2025,click, No 
INT-0009404,767,CMP-0029,24 Jun 2025, Demo Request,Yes 
INT-0009405,1079,CMP-0029,09/08/2025, Email Open,No
INT-0009406,1110,CMP-0030,10/27/2025,Email Open, Yes
INT-0009407,1109,CMP-0029,"May 07, 2025",Impression,No 
INT-0009408,1379,,2025-11-07,Trial Signup,Yes
INT-0009409,639,,"Jun 06, 2025",WEBSITE VISIT, No 
INT-0009410,1383,CMP-0015,18/07/2025,demo request,No 
INT-0009411,1415,CMP-0023,15/10/2025,Demo Request ,Yes
INT-0009412,1251,CMP-0004,"Nov 27, 2025",Email Open ,no
INT-0009413,677,CMP-0016,20/07/2025, Email Open ,No
INT-0009414,700014,CMP-0019,13/04/2025,TRIAL SIGNUP,Yes
INT-0009415,357,CMP-0017,02 Jun 2025,Email Open,No 
INT-0009416,614,CMP-0007,11 Oct 2025,email open,yes
INT-0009417,1312,CMP-0026,"Nov 18, 2025",Click, Yes
INT-0009418,23,CMP-0024,12/08/2025,Trial Signup ,No
INT-0009419,808,CMP-0003,03-11-2025,Trial Signup, No 
INT-0009420,152,CMP-0029,09 Jan 2025,Impression,No
INT-0009421,1237,CMP-0017,2025-06-17,CLICK,yes
INT-0009422,678,CMP-0013,09/25/2025,Impression , No 
INT-0009423,393,CMP-0019,18/01/2025,click,YES
INT-0009424,383,CMP-0016,23/09/2025,WEBSITE VISIT,NO
INT-0009425,960,,2025-02-25,CLICK,Yes
INT-0009426,617,CMP-0010,17/10/2025,TRIAL SIGNUP, No 
INT-0009427,1095,CMP-0025,01/14/2025,Demo Request,No 
INT-0009428,1466,CMP-0003,07 Feb 2025, Demo Request, No
INT-0009429,406,CMP-0004,"Aug 07, 2025",EMAIL OPEN, No 
INT-0009430,1495,CMP-0001,"Feb 21, 2025", Impression ,NO
INT-0009431,1075,CMP-0023,06/04/2025, Click,NO
INT-0009432,645,CMP-0013,22/07/2025,Impression ,NO
INT-0009433,662,CMP-0029,12-08-2025, Email Open ,No
INT-0009434,1054,CMP-0006,2025-03-18, Email Open,No
INT-0009435,1388,CMP-0029,"Nov 19, 2025", Impression , No 
INT-0009436,836,CMP-0010,2025-04-16,website visit,No 
INT-0009437,1471,CMP-0016,12-10-2025,DEMO REQUEST, No
INT-0009438,1179,CMP-0030,10/04/2025, Website Visit , Yes
INT-0009439,1391,CMP-0015,"Nov 28, 2025", Demo Request ,no
INT-0009440,122,CMP-0007,2025-01-02,impression,Yes
INT-0009441,144,CMP-0020,"Mar 24, 2025",Email Open,NO
INT-0009442,103,CMP-0029,2025-06-28,website visit, No
INT-0009443,1012,CMP-0018,05/13/2025,EMAIL OPEN,No 
INT-0009444,1333,CMP-0015,26 Oct 2025,Click,yes
INT-0009445,621,CMP-0021,15/10/2025,IMPRESSION,YES
INT-0009446,1442,CMP-0003,18/04/2025, Email Open ,No 
INT-0009447,841,CMP-0007,30-10-2025,Click,No 
INT-0009448,964,CMP-0010,"Mar 02, 2025", Click ,yes
INT-0009449,711,CMP-0016,10/11/2025,click,no
INT-0009450,1116,CMP-0027,07 Oct 2025,Email Open,NO
INT-0009451,1168,,07 Jul 2025,Impression,no
INT-0009452,327,CMP-0015,31 Dec 2025,Website Visit,yes
INT-0009453,593,CMP-0001,16-06-2025,website visit,No 
INT-0009454,728,CMP-0009,16 Feb 2025, Trial Signup,No
INT-0009455,693,CMP-0009,"Mar 23, 2025", Trial Signup , No 
INT-0009456,281,CMP-0011,01 Sep 2025,Impression,Yes 
INT-0009457,32,CMP-0006,16-08-2025,click,No 
INT-0009458,1237,CMP-0001,22-05-2025,Click,No 
INT-0009459,703,CMP-0026,15 Aug 2025, Trial Signup, No
INT-0009460,503,CMP-0023,26/03/2025,website visit, No
INT-0009461,919,CMP-0011,2025-09-13,impression, Yes 
INT-0009462,1199,CMP-0007,07 May 2025, Website Visit ,No 
INT-0009463,1383,CMP-0016,09 Aug 2025,Demo Request ,No
INT-0009464,675,CMP-0005,14/09/2025,email open,NO
INT-0009465,1175,CMP-0027,30-11-2025,Website Visit ,No 
INT-0009466,1318,CMP-0011,16/02/2025,Website Visit , No 
INT-0009467,805,CMP-0002,13/11/2025,Trial Signup, No
INT-0009468,1187,CMP-0013,2025-05-22, Website Visit,Yes 
INT-0009469,1043,CMP-0026,24-01-2025, Impression,NO
INT-0009470,1430,CMP-0002,2025-05-20,CLICK,No 
INT-0009471,575,CMP-0011,"Dec 01, 2025",Impression,NO
INT-0009472,786,CMP-0015,2025-07-16,DEMO REQUEST, No
INT-0009473,1301,CMP-0028,17 Jul 2025,Website Visit , No 
INT-0009474,314,CMP-0002,27-10-2025, Email Open ,No 
INT-0009475,723,CMP-0020,2025-01-25,demo request,No 
INT-0009476,1245,CMP-0008,2025-09-28, Demo Request ,no
INT-0009477,474,CMP-0003,12-07-2025,IMPRESSION,No
INT-0009478,1422,CMP-0023,03/22/2025,website visit,no
INT-0009479,718,CMP-0006,04/04/2025, Demo Request ,No
INT-0009480,367,CMP-0024,02/04/2025, Trial Signup,No 
INT-0009481,275,CMP-0009,"Nov 22, 2025", Impression , No 
INT-0009482,932,CMP-0008,28/02/2025,website visit, No
INT-0009483,779,CMP-0014,03/02/2025, Trial Signup, Yes
INT-0009484,651,CMP-0023,"Nov 07, 2025",website visit,no
INT-0009485,849,CMP-0026,23/04/2025,click,No
INT-0009486,20,CMP-0003,23/06/2025,demo request, No
INT-0009487,395,CMP-0011,07/10/2025,Click, Yes
INT-0009488,908,CMP-0029,03 Sep 2025, Impression ,No 
INT-0009489,529,CMP-0018,10/01/2025,Trial Signup ,no
INT-0009490,1251,CMP-0020,05/16/2025,impression, No
INT-0009491,135,CMP-0030,10/13/2025,Email Open,NO
INT-0009492,90,CMP-0010,01/03/2025, Email Open ,YES
INT-0009493,290,CMP-0001,05/11/2025,Trial Signup,NO
INT-0009494,1459,CMP-0026,04-04-2025, Website Visit,YES
INT-0009495,857,CMP-0010,30-05-2025, Email Open ,No 
INT-0009496,570,CMP-0006,2025-08-20, Website Visit,Yes 
INT-0009497,463,CMP-0024,2025-07-24, Trial Signup ,Yes
INT-0009498,163,CMP-0008,2025-05-13,TRIAL SIGNUP, No 
INT-0009499,1247,CMP-0014,12/16/2025,website visit,NO
INT-0009500,490,CMP-0005,2025-03-02,Website Visit,YES
INT-0009501,504,CMP-0007,12/06/2025, Impression ,YES
INT-0009502,1093,CMP-0024,15-08-2025,Demo Request ,no
INT-0009503,1462,CMP-0011,15/07/2025, Email Open , Yes
INT-0009504,647,CMP-0026,11 Oct 2025,EMAIL OPEN,YES
INT-0009505,1348,CMP-0023,04/18/2025,Click, No
INT-0009506,58,CMP-0030,22-03-2025,Impression,No
INT-0009507,275,CMP-0005,17-06-2025, Website Visit ,Yes
INT-0009508,444,CMP-0017,11/29/2025,Trial Signup,NO
INT-0009509,188,CMP-0009,15-07-2025,Impression ,NO
INT-0009510,1179,CMP-0002,10/04/2025, Trial Signup ,no
INT-0009511,325,CMP-0014,04/10/2025,Trial Signup ,no
INT-0009512,429,CMP-0028,06-02-2025,WEBSITE VISIT,no
INT-0009513,1451,CMP-0014,20 Apr 2025,Website Visit ,YES
INT-0009514,826,CMP-0015,11/25/2025,Click , No
INT-0009515,1355,CMP-0005,24/08/2025,Demo Request ,No 
INT-0009516,343,CMP-0010,29 Dec 2025,Website Visit, No
INT-0009517,725,CMP-0018,14-04-2025, Impression ,yes
INT-0009518,1368,CMP-0007,01-07-2025,DEMO REQUEST,NO
INT-0009519,240,CMP-0030,07 Jan 2025,email open, No 
INT-0009520,1263,CMP-0004,"Oct 08, 2025",IMPRESSION,no
INT-0009521,1368,CMP-0003,2025-04-29,Impression,No 
INT-0009522,299,CMP-0007,"Oct 26, 2025",demo request, No 
INT-0009523,864,CMP-0025,26/06/2025, Impression, No 
INT-0009524,647,CMP-0004,2025-09-24,Click,NO
INT-0009525,653,CMP-0024,2025-05-28,Demo Request,No 
INT-0009526,745,CMP-0010,2025-01-14,Trial Signup ,No 
INT-0009527,475,CMP-0012,2025-11-05,Email Open ,No
INT-0009528,1028,CMP-0005,2025-07-21,Click , No
INT-0009529,474,CMP-0003,"Feb 20, 2025",CLICK,No 
INT-0009530,302,CMP-0015,"Apr 22, 2025",Website Visit ,No 
INT-0009531,1392,CMP-0025,"Nov 30, 2025", Demo Request , No 
INT-0009532,1260,CMP-0030,03-07-2025,Impression , No
INT-0009533,576,CMP-0028,2025-06-22,Demo Request ,Yes
INT-0009534,730,CMP-0011,12/11/2025, Demo Request, No
INT-0009535,1135,CMP-0010,"May 06, 2025", Demo Request,No 
INT-0009536,1110,CMP-0007,09/12/2025, Website Visit , No 
INT-0009537,1087,CMP-0016,05/10/2025,Website Visit, No 
INT-0009538,824,CMP-0005,09 Mar 2025,DEMO REQUEST,NO
INT-0009539,552,CMP-0023,2025-11-02, Demo Request ,NO
INT-0009540,1466,CMP-0020,05/07/2025,Demo Request,No 
INT-0009541,271,CMP-0018,"Jul 02, 2025", Email Open ,Yes
INT-0009542,546,CMP-0024,"Apr 02, 2025", Trial Signup,yes
INT-0009543,1194,CMP-0025,09-01-2025,Website Visit , No 
INT-0009544,380,CMP-0008,01/20/2025, Email Open , No
INT-0009545,392,CMP-0020,06 Apr 2025,EMAIL OPEN,no
INT-0009546,1328,CMP-0028,2025-07-14, Trial Signup, No
INT-0009547,647,CMP-0019,04-04-2025,Trial Signup,no
INT-0009548,1323,CMP-0023,"Sep 23, 2025",Email Open, No
INT-0009549,366,CMP-0028,28/01/2025,email open,no
INT-0009550,679,CMP-0011,14-09-2025,TRIAL SIGNUP,No 
INT-0009551,952,CMP-0013,23 Aug 2025,website visit,No 
INT-0009552,443,CMP-0028,26-08-2025,TRIAL SIGNUP,No 
INT-0009553,919,CMP-0021,"Mar 22, 2025",Trial Signup, No
INT-0009554,257,CMP-0017,18 Mar 2025,IMPRESSION,Yes 
INT-0009555,1052,CMP-0020,2025-06-20,website visit, No
INT-0009556,592,CMP-0025,05/21/2025,Website Visit ,NO
INT-0009557,643,CMP-0005,08/25/2025,website visit,No
INT-0009558,840,CMP-0029,02-08-2025,Email Open,No 
INT-0009559,1271,CMP-0004,16-06-2025,IMPRESSION,NO
INT-0009560,1190,CMP-0024,18 Dec 2025,DEMO REQUEST,yes
INT-0009561,496,CMP-0007,08-07-2025,trial signup,no
INT-0009562,1271,,18-12-2025, Email Open,No
INT-0009563,1482,CMP-0013,13-02-2025,click, Yes 
INT-0009564,1476,CMP-0007,2025-07-15, Demo Request ,No
INT-0009565,332,CMP-0008,18-03-2025, Impression, Yes 
INT-0009566,750,CMP-0010,04/20/2025, Website Visit,no
INT-0009567,1060,CMP-0014,"Jan 27, 2025", Trial Signup ,No
INT-0009568,1257,CMP-0025,2025-07-02, Trial Signup , Yes 
INT-0009569,698,CMP-0017,02-07-2025,DEMO REQUEST,no
INT-0009570,438,CMP-0018,03 Sep 2025,Impression , No
INT-0009571,197,CMP-0025,12/13/2025, Website Visit , No 
INT-0009572,148,CMP-0021,"Jul 11, 2025",email open, Yes
INT-0009573,879,CMP-0027,"Jun 15, 2025", Email Open, Yes
INT-0009574,725,CMP-0024,2025-12-06,Demo Request,No
INT-0009575,464,CMP-0025,"Mar 12, 2025",DEMO REQUEST, No 
INT-0009576,697,CMP-0025,"Apr 28, 2025",IMPRESSION,no
INT-0009577,159,CMP-0030,02 Dec 2025,Email Open ,NO
INT-0009578,1044,CMP-0026,"Jul 23, 2025",Demo Request ,no
INT-0009579,1287,CMP-0016,"Dec 14, 2025",Website Visit , No
INT-0009580,718,CMP-0015,07/02/2025,Demo Request,No
INT-0009581,1446,CMP-0024,10/13/2025,Email Open,No
INT-0009582,286,CMP-0013,2025-11-03,TRIAL SIGNUP,Yes
INT-0009583,1343,CMP-0011,09/05/2025,Website Visit ,YES
INT-0009584,1210,CMP-0009,24/07/2025,WEBSITE VISIT, Yes 
INT-0009585,1068,CMP-0027,10 Jul 2025, Website Visit ,No
INT-0009586,260,CMP-0014,2025-12-09,CLICK, No 
INT-0009587,497,CMP-0030,2025-08-12,Email Open,no
INT-0009588,102,CMP-0015,23 Jul 2025, Impression,No 
INT-0009589,278,CMP-0027,2025-09-28, Email Open ,NO
INT-0009590,1311,CMP-0007,"Dec 04, 2025",Email Open ,no
INT-0009591,42,CMP-0022,18 Jul 2025,Impression, No 
INT-0009592,1439,CMP-0006,15/05/2025,TRIAL SIGNUP, No 
INT-0009593,1405,CMP-0002,2025-01-05, Click ,YES
INT-0009594,1362,CMP-0003,20 Apr 2025, Website Visit,No
INT-0009595,501,CMP-0029,07 Sep 2025, Click,no
INT-0009596,341,CMP-0007,"Jul 25, 2025",Website Visit ,No
INT-0009597,1323,CMP-0021,06/25/2025, Website Visit,No 
INT-0009598,1270,CMP-0006,08-08-2025,Demo Request ,NO
INT-0009599,685,CMP-0023,"Dec 14, 2025",Website Visit,No
INT-0009600,487,CMP-0019,05/19/2025,impression,No
INT-0009601,1001,CMP-0015,22-07-2025,Click, No 
INT-0009602,513,CMP-0021,03-09-2025,trial signup,NO
INT-0009603,932,CMP-0013,"Jun 25, 2025", Demo Request ,NO
INT-0009604,395,CMP-0011,20 Sep 2025,Email Open , No
INT-0009605,938,CMP-0020,22-07-2025,trial signup, No
INT-0009606,47,CMP-0005,31-01-2025, Email Open,YES
INT-0009607,463,CMP-0016,"Feb 05, 2025",Website Visit ,no
INT-0009608,1354,CMP-0022,16/01/2025,demo request, No 
INT-0009609,778,CMP-0008,22 Nov 2025,Impression ,Yes 
INT-0009610,316,CMP-0012,13 Nov 2025,Click ,No 
INT-0009611,1204,CMP-0026,"Oct 13, 2025",click,NO
INT-0009612,327,CMP-0006,26 May 2025,DEMO REQUEST, No 
INT-0009613,49,CMP-0018,24 Aug 2025,demo request,no
INT-0009614,362,CMP-0029,08-12-2025,Click,No
INT-0009615,1452,CMP-0003,21 Oct 2025,Email Open, No 
INT-0009616,930,CMP-0015,2025-04-24, Trial Signup , No
INT-0009617,1362,CMP-0019,"May 04, 2025", Click ,NO
INT-0009618,581,CMP-0026,10/19/2025, Trial Signup ,NO
INT-0009619,736,CMP-0016,"Jul 18, 2025", Demo Request ,No 
INT-0009620,991,CMP-0026,12-02-2025,Impression, No 
INT-0009621,659,CMP-0001,05 Feb 2025,EMAIL OPEN, No
INT-0009622,700015,CMP-0021,2025-06-09,Website Visit ,NO
INT-0009623,654,CMP-0011,28 Jan 2025,Impression , No
INT-0009624,766,CMP-0026,31/07/2025,EMAIL OPEN, No
INT-0009625,313,CMP-0016,"Jun 09, 2025", Demo Request,No
INT-0009626,1277,CMP-0011,01/04/2025,demo request,No
INT-0009627,241,CMP-0017,07/09/2025,IMPRESSION, Yes 
INT-0009628,293,CMP-0019,2025-05-21,Website Visit, No 
INT-0009629,1086,CMP-0007,"May 14, 2025",Click, No
INT-0009630,862,CMP-0030,"Mar 01, 2025",impression,No
INT-0009631,383,CMP-0013,10/20/2025, Trial Signup,no
INT-0009632,1387,CMP-0024,2025-06-05, Impression ,No
INT-0009633,211,CMP-0020,31 Aug 2025, Demo Request,no
INT-0009634,225,CMP-0022,"May 02, 2025",Website Visit,No
INT-0009635,620,CMP-0018,2025-12-19,click,Yes 
INT-0009636,1050,CMP-0021,10/07/2025, Website Visit , No
INT-0009637,750,CMP-0012,24 Nov 2025, Demo Request, No
INT-0009638,1345,CMP-0006,12/21/2025,Demo Request ,No 
INT-0009639,466,CMP-0016,01-12-2025, Email Open, No 
INT-0009640,133,CMP-0017,12-06-2025, Click, No
INT-0009641,1379,CMP-0011,27 Aug 2025, Impression,No
INT-0009642,1146,CMP-0005,03/08/2025,Impression , Yes
INT-0009643,151,CMP-0003,2025-08-04,WEBSITE VISIT, No
INT-0009644,139,CMP-0007,11/03/2025,DEMO REQUEST,No 
INT-0009645,986,CMP-0014,11 Feb 2025,Click , No 
INT-0009646,510,CMP-0019,"Sep 22, 2025", Email Open ,NO
INT-0009647,1089,CMP-0007,08-01-2025,website visit, No 
INT-0009648,492,CMP-0024,16/01/2025, Impression ,Yes
INT-0009649,211,CMP-0005,2025-04-30, Demo Request ,No
INT-0009650,722,CMP-0009,25 Jan 2025,Impression, No 
INT-0009651,360,CMP-0024,03-08-2025, Impression ,No
INT-0009652,1418,CMP-0005,23-02-2025, Impression ,no
INT-0009653,1055,CMP-0017,11-03-2025,trial signup,no
INT-0009654,1062,CMP-0028,06 Jun 2025,website visit, Yes
INT-0009655,315,CMP-0019,11/18/2025,impression,No 
INT-0009656,1067,CMP-0014,2025-02-03,Trial Signup,No
INT-0009657,441,CMP-0025,13-03-2025, Click ,No 
INT-0009658,719,CMP-0010,01-11-2025,Website Visit ,No
INT-0009659,435,CMP-0013,04/28/2025,Trial Signup,NO
INT-0009660,345,CMP-0001,"May 29, 2025",TRIAL SIGNUP,No
INT-0009661,362,CMP-0010,03/09/2025, Click,No 
INT-0009662,1190,CMP-0004,"Nov 23, 2025", Email Open,Yes 
INT-0009663,1295,CMP-0024,23/11/2025,Website Visit,No 
INT-0009664,649,CMP-0024,"Aug 16, 2025", Demo Request ,NO
INT-0009665,1114,CMP-0010,26/07/2025,Click,No 
INT-0009666,594,CMP-0027,09/10/2025, Trial Signup ,No 
INT-0009667,1082,CMP-0002,09/06/2025, Email Open ,YES
INT-0009668,411,CMP-0017,"Jul 29, 2025",impression,No 
INT-0009669,1475,CMP-0028,2025-07-24, Click , No
INT-0009670,1130,CMP-0012,17-08-2025,Trial Signup,NO
INT-0009671,1341,CMP-0023,2025-05-14,Trial Signup,Yes 
INT-0009672,104,CMP-0019,30/07/2025,Trial Signup,Yes 
INT-0009673,1258,CMP-0004,30 Mar 2025,email open, No 
INT-0009674,1464,CMP-0017,"Apr 25, 2025",email open,no
INT-0009675,247,CMP-0009,17-05-2025,Click, No
INT-0009676,22,CMP-0016,"Feb 26, 2025",click,No
INT-0009677,1474,CMP-0018,11/15/2025,Website Visit ,NO
INT-0009678,988,CMP-0019,27/07/2025, Email Open,No
INT-0009679,1275,CMP-0018,12/03/2025,Trial Signup ,no
INT-0009680,931,CMP-0029,"May 19, 2025", Email Open ,No
INT-0009681,1298,CMP-0030,02-02-2025, Impression ,No
INT-0009682,1122,CMP-0017,"Sep 05, 2025",CLICK, Yes 
INT-0009683,799,CMP-0020,"Apr 01, 2025", Impression ,NO
INT-0009684,1301,CMP-0028,2025-05-10, Click, No 
INT-0009685,1304,CMP-0020,01/13/2025,Impression,No
INT-0009686,13,CMP-0004,"Jun 12, 2025",Website Visit, No
INT-0009687,478,CMP-0011,06-12-2025,TRIAL SIGNUP, No
INT-0009688,1226,CMP-0004,21 May 2025,Demo Request, No 
INT-0009689,1234,CMP-0014,01 Oct 2025,Trial Signup,Yes
INT-0009690,62,CMP-0008,05 Sep 2025,Click , Yes 
INT-0009691,1188,CMP-0009,06/28/2025, Impression,yes
INT-0009692,493,CMP-0006,13/12/2025, Website Visit ,No 
INT-0009693,738,CMP-0002,"Oct 21, 2025",EMAIL OPEN,NO
INT-0009694,1068,CMP-0024,2025-06-13, Impression,No
INT-0009695,838,CMP-0006,2025-09-19, Trial Signup, No 
INT-0009696,635,CMP-0010,03-05-2025,email open, No 
INT-0009697,1277,CMP-0008,2025-07-04,Click,No
INT-0009698,1060,CMP-0016,06 Oct 2025,Trial Signup, No 
INT-0009699,592,CMP-0009,09 Feb 2025,Trial Signup,yes
INT-0009700,1281,CMP-0022,11-11-2025, Click ,No
INT-0009701,1192,CMP-0003,2025-12-06,WEBSITE VISIT,NO
INT-0009702,878,CMP-0015,"Jul 24, 2025", Trial Signup, No 
INT-0009703,962,CMP-0029,08/07/2025, Trial Signup ,no
INT-0009704,737,CMP-0011,16/06/2025, Trial Signup , No 
INT-0009705,1074,CMP-0006,03/07/2025, Trial Signup , No
INT-0009706,818,CMP-0016,06 Feb 2025, Website Visit ,No 
INT-0009707,1169,CMP-0030,2025-12-26, Click ,NO
INT-0009708,864,CMP-0009,12/09/2025,email open, No 
INT-0009709,1379,CMP-0024,"Sep 11, 2025", Email Open ,NO
INT-0009710,376,CMP-0028,"Apr 11, 2025", Impression , No
INT-0009711,953,CMP-0028,28-12-2025,Click,yes
INT-0009712,414,CMP-0019,01/01/2025,EMAIL OPEN, No
INT-0009713,988,CMP-0024,2025-09-21, Email Open ,No 
INT-0009714,722,CMP-0026,10/31/2025,Impression ,No
INT-0009715,993,CMP-0001,14 Nov 2025, Email Open, No
INT-0009716,531,CMP-0018,20/01/2025,email open,No 
INT-0009717,1448,CMP-0025,01/02/2025,EMAIL OPEN,Yes 
INT-0009718,228,CMP-0018,16 Nov 2025, Website Visit , No 
INT-0009719,983,CMP-0008,2025-01-07,Impression ,NO
INT-0009720,1127,CMP-0011,05/13/2025, Website Visit,no
INT-0009721,78,CMP-0017,27 Feb 2025,demo request,Yes
INT-0009722,803,CMP-0011,20-08-2025, Email Open ,No
INT-0009723,1099,CMP-0004,06/30/2025,Demo Request ,No
INT-0009724,983,CMP-0003,18 Sep 2025,Demo Request, No
INT-0009725,758,CMP-0028,01/09/2025, Email Open,NO
INT-0009726,372,CMP-0021,02/05/2025,demo request,NO
INT-0009727,879,CMP-0014,2025-04-01,Email Open ,no
INT-0009728,285,CMP-0012,10 Feb 2025,Trial Signup , No
INT-0009729,1317,CMP-0002,2025-01-02, Demo Request , No 
INT-0009730,133,CMP-0030,11/10/2025,Trial Signup ,Yes
INT-0009731,693,CMP-0020,01 Mar 2025,Impression,No
INT-0009732,845,CMP-0004,2025-09-27,impression,No
INT-0009733,394,CMP-0030,20/03/2025,Trial Signup,Yes 
INT-0009734,1495,CMP-0018,05/29/2025, Click ,No 
INT-0009735,697,CMP-0027,07/04/2025,TRIAL SIGNUP,NO
INT-0009736,758,CMP-0013,04-09-2025,DEMO REQUEST, Yes 
INT-0009737,1251,,2025-11-30, Impression, No
INT-0009738,549,CMP-0021,2025-08-25,Email Open ,NO
INT-0009739,834,CMP-0019,27 Dec 2025,website visit, No 
INT-0009740,1135,CMP-0006,"May 16, 2025",Impression ,No
INT-0009741,1303,CMP-0030,2025-03-21,EMAIL OPEN,No 
INT-0009742,218,CMP-0015,03/25/2025, Email Open,No 
INT-0009743,1120,CMP-0012,2025-03-20,Trial Signup ,no
INT-0009744,637,CMP-0002,02/26/2025,EMAIL OPEN, No 
INT-0009745,588,CMP-0018,16 Mar 2025,Email Open, No 
INT-0009746,1453,CMP-0005,04/10/2025,email open,Yes 
INT-0009747,842,CMP-0020,09/01/2025,Website Visit, No 
INT-0009748,905,CMP-0006,24-02-2025,CLICK, No
INT-0009749,936,CMP-0004,30-07-2025, Impression ,no
INT-0009750,504,CMP-0003,12/07/2025,DEMO REQUEST,No 
INT-0009751,937,CMP-0006,"May 01, 2025", Impression, No
INT-0009752,1050,CMP-0009,26 Jul 2025,DEMO REQUEST, Yes 
INT-0009753,983,CMP-0009,05-03-2025, Impression ,yes
INT-0009754,1031,CMP-0017,14 Feb 2025,click,No
INT-0009755,940,CMP-0027,16 May 2025,WEBSITE VISIT,no
INT-0009756,246,CMP-0025,12/03/2025,Impression, No 
INT-0009757,63,CMP-0010,28-12-2025,Trial Signup , No
INT-0009758,829,CMP-0008,12 Dec 2025,Impression, No 
INT-0009759,880,CMP-0004,10/22/2025, Demo Request ,No 
INT-0009760,371,CMP-0003,"Apr 09, 2025",WEBSITE VISIT,No
INT-0009761,1023,CMP-0008,21-09-2025, Demo Request,Yes 
INT-0009762,306,CMP-0029,"May 09, 2025",EMAIL OPEN, Yes 
INT-0009763,1479,CMP-0018,02/08/2025,Click,Yes 
INT-0009764,884,CMP-0019,30/07/2025, Email Open, No
INT-0009765,295,CMP-0016,"Feb 01, 2025",Click ,NO
INT-0009766,409,CMP-0017,24 Oct 2025,TRIAL SIGNUP, No 
INT-0009767,801,CMP-0022,"Feb 02, 2025",click,no
INT-0009768,684,CMP-0018,2025-04-21, Email Open, No
INT-0009769,1022,CMP-0028,14/05/2025,WEBSITE VISIT, No 
INT-0009770,692,CMP-0002,2025-04-01, Click,no
INT-0009771,330,CMP-0022,25/04/2025, Website Visit ,No 
INT-0009772,186,CMP-0003,10/07/2025,Trial Signup,NO
INT-0009773,935,CMP-0030,17-09-2025,CLICK,NO
INT-0009774,154,CMP-0001,24 Oct 2025,Trial Signup, No 
INT-0009775,1498,CMP-0007,05/09/2025,Impression ,No
INT-0009776,682,CMP-0017,29/06/2025,Trial Signup ,Yes
INT-0009777,1344,CMP-0019,13/04/2025,Trial Signup ,no
INT-0009778,727,CMP-0014,25 Feb 2025,Website Visit , No
INT-0009779,107,CMP-0003,29-03-2025,Website Visit , No 
INT-0009780,253,CMP-0012,2025-08-09, Click ,No
INT-0009781,335,CMP-0004,2025-09-07,TRIAL SIGNUP, Yes 
INT-0009782,385,CMP-0010,10 May 2025, Demo Request,NO
